strain,biological_replicate,time,medianOD600
isogenic,isogenic_2,21.80875,0.965200007
isogenic,isogenic_2,21.986055555555556,0.962700009
isogenic,isogenic_2,22.16336111111111,0.959800005
isogenic,isogenic_2,22.340666666666664,0.958599985
isogenic,isogenic_2,22.517972222222223,0.957799971
isogenic,isogenic_2,22.69527777777778,0.957099974
isogenic,isogenic_2,22.872583333333335,0.954200029
isogenic,isogenic_2,23.04988888888889,0.951399982
isogenic,isogenic_2,23.227194444444443,0.950600028
isogenic,isogenic_2,23.4045,0.949400008
isogenic,isogenic_3,0,0.086000003
isogenic,isogenic_3,0.17730555555555552,0.086199999
isogenic,isogenic_3,0.3546388888888889,0.086099997
isogenic,isogenic_3,0.5319444444444444,0.086300001
isogenic,isogenic_3,0.70925,0.086199999
isogenic,isogenic_3,0.8865833333333334,0.086499996
isogenic,isogenic_3,1.0638888888888889,0.0867
isogenic,isogenic_3,1.2412222222222222,0.086800002
isogenic,isogenic_3,1.4185277777777778,0.086400002
isogenic,isogenic_3,1.5958333333333334,0.086999997
isogenic,isogenic_3,1.7731666666666668,0.087200001
isogenic,isogenic_3,1.9504722222222222,0.087700002
isogenic,isogenic_3,2.1278055555555557,0.088
isogenic,isogenic_3,2.305111111111111,0.088299997
isogenic,isogenic_3,2.482416666666667,0.089299999
isogenic,isogenic_3,2.6597500000000003,0.090000004
isogenic,isogenic_3,2.8370555555555557,0.091799997
isogenic,isogenic_3,3.0143611111111115,0.092900001
isogenic,isogenic_3,3.191666666666667,0.094700001
isogenic,isogenic_3,3.368972222222222,0.096699998
isogenic,isogenic_3,3.5462777777777776,0.0995
isogenic,isogenic_3,3.723583333333333,0.103100002
isogenic,isogenic_3,3.900888888888889,0.106799997
isogenic,isogenic_3,4.078194444444445,0.112000003
isogenic,isogenic_3,4.2555,0.118000001
isogenic,isogenic_3,4.432805555555556,0.127299994
isogenic,isogenic_3,4.610111111111111,0.140200004
isogenic,isogenic_3,4.787416666666667,0.158999994
isogenic,isogenic_3,4.964722222222222,0.184100002
isogenic,isogenic_3,5.142027777777778,0.211700007
isogenic,isogenic_3,5.319333333333333,0.238800004
isogenic,isogenic_3,5.4966388888888895,0.264999986
isogenic,isogenic_3,5.6739444444444445,0.285299987
isogenic,isogenic_3,5.851249999999999,0.311199993
isogenic,isogenic_3,6.028555555555555,0.342299998
isogenic,isogenic_3,6.20586111111111,0.35800001
isogenic,isogenic_3,6.383166666666667,0.38409999
isogenic,isogenic_3,6.560472222222222,0.404700011
isogenic,isogenic_3,6.737777777777778,0.420599997
isogenic,isogenic_3,6.915083333333333,0.449900001
isogenic,isogenic_3,7.092388888888888,0.469999999
isogenic,isogenic_3,7.269694444444444,0.4912
isogenic,isogenic_3,7.447,0.515999973
isogenic,isogenic_3,7.624305555555555,0.534500003
isogenic,isogenic_3,7.801611111111111,0.552100003
isogenic,isogenic_3,7.978916666666666,0.57069999
isogenic,isogenic_3,8.156222222222222,0.593200028
isogenic,isogenic_3,8.333527777777778,0.608200014
isogenic,isogenic_3,8.510833333333332,0.626800001
isogenic,isogenic_3,8.688138888888888,0.636600018
isogenic,isogenic_3,8.865444444444444,0.664799988
isogenic,isogenic_3,9.042750000000002,0.675599992
isogenic,isogenic_3,9.220055555555554,0.683700025
isogenic,isogenic_3,9.397361111111111,0.703400016
isogenic,isogenic_3,9.574666666666667,0.711199999
isogenic,isogenic_3,9.751972222222223,0.724900007
isogenic,isogenic_3,9.929277777777777,0.737900019
isogenic,isogenic_3,10.106583333333333,0.74940001999999994
isogenic,isogenic_3,10.283888888888889,0.759299994
isogenic,isogenic_3,10.461194444444446,0.773400009
isogenic,isogenic_3,10.638499999999999,0.79369998
isogenic,isogenic_3,10.815805555555556,0.805100024
isogenic,isogenic_3,10.99311111111111,0.818899989
isogenic,isogenic_3,11.170416666666666,0.818899989
isogenic,isogenic_3,11.347722222222222,0.833000004
isogenic,isogenic_3,11.525027777777778,0.838999987
isogenic,isogenic_3,11.702333333333334,0.851599991
isogenic,isogenic_3,11.879638888888888,0.855799973
isogenic,isogenic_3,12.056944444444444,0.867600024
isogenic,isogenic_3,12.234250000000001,0.877200007
isogenic,isogenic_3,12.411555555555555,0.887799978
isogenic,isogenic_3,12.588861111111111,0.895399988
isogenic,isogenic_3,12.766166666666665,0.904500008
isogenic,isogenic_3,12.943472222222223,0.925199986
isogenic,isogenic_3,13.120777777777779,0.92809999
isogenic,isogenic_3,13.298083333333333,0.928499997
isogenic,isogenic_3,13.475388888888888,0.938399971
isogenic,isogenic_3,13.652694444444444,0.940299988
isogenic,isogenic_3,13.83,0.951200008
isogenic,isogenic_3,14.007305555555556,0.954299986
isogenic,isogenic_3,14.18461111111111,0.959999979
isogenic,isogenic_3,14.361916666666668,0.962700009
isogenic,isogenic_3,14.53922222222222,0.967800021
isogenic,isogenic_3,14.716527777777777,0.97390002
isogenic,isogenic_3,14.893833333333333,0.981599987
isogenic,isogenic_3,15.071138888888889,0.983900011
isogenic,isogenic_3,15.248444444444443,0.987699986
isogenic,isogenic_3,15.425749999999999,0.995100021
isogenic,isogenic_3,15.603055555555555,0.999100029
isogenic,isogenic_3,15.780361111111112,1.004799962
isogenic,isogenic_3,15.957666666666665,1.013399959
isogenic,isogenic_3,16.134972222222224,1.020099998
isogenic,isogenic_3,16.312277777777776,1.026100039
isogenic,isogenic_3,16.489583333333332,1.04550004
isogenic,isogenic_3,16.66688888888889,1.057399988
isogenic,isogenic_3,16.844194444444444,1.058699965
isogenic,isogenic_3,17.0215,1.047899961
isogenic,isogenic_3,17.198805555555555,1.043400049
isogenic,isogenic_3,17.37611111111111,1.040699959
isogenic,isogenic_3,17.55341666666667,1.037799954
isogenic,isogenic_3,17.73072222222222,1.025699973
isogenic,isogenic_3,17.90802777777778,1.018700004
isogenic,isogenic_3,18.08533333333333,1.004500031
isogenic,isogenic_3,18.26263888888889,1.009899974
isogenic,isogenic_3,18.439944444444446,1.00059998
isogenic,isogenic_3,18.617250000000002,0.982800007
isogenic,isogenic_3,18.794555555555554,0.983299971
isogenic,isogenic_3,18.971861111111114,0.976300001
isogenic,isogenic_3,19.149166666666666,0.976999998
isogenic,isogenic_3,19.326472222222222,0.978399992
isogenic,isogenic_3,19.503777777777778,0.974099994
isogenic,isogenic_3,19.681083333333333,0.972599983
isogenic,isogenic_3,19.85838888888889,0.968299985
isogenic,isogenic_3,20.035694444444445,0.965900004
isogenic,isogenic_3,20.213,0.965200007
isogenic,isogenic_3,20.39030555555556,0.962000012
isogenic,isogenic_3,20.56761111111111,0.961799979
isogenic,isogenic_3,20.744916666666665,0.959399998
isogenic,isogenic_3,20.92222222222222,0.959500015
isogenic,isogenic_3,21.09952777777778,0.95690000099999994
isogenic,isogenic_3,21.276833333333336,0.952199996
isogenic,isogenic_3,21.454138888888888,0.954699993
isogenic,isogenic_3,21.631444444444444,0.949999988
isogenic,isogenic_3,21.80875,0.949299991
isogenic,isogenic_3,21.986055555555556,0.947600007
isogenic,isogenic_3,22.16336111111111,0.944199979
isogenic,isogenic_3,22.340666666666664,0.941999972
isogenic,isogenic_3,22.517972222222223,0.945100009
isogenic,isogenic_3,22.69527777777778,0.941600025
isogenic,isogenic_3,22.872583333333335,0.935400009
isogenic,isogenic_3,23.04988888888889,0.936399996
isogenic,isogenic_3,23.227194444444443,0.932799995
isogenic,isogenic_3,23.4045,0.933700025
isogenic,isogenic_4,0,0.085900001
isogenic,isogenic_4,0.17730555555555552,0.0858
isogenic,isogenic_4,0.3546388888888889,0.0858
isogenic,isogenic_4,0.5319444444444444,0.085900001
isogenic,isogenic_4,0.70925,0.086300001
isogenic,isogenic_4,0.8865833333333334,0.086599998
isogenic,isogenic_4,1.0638888888888889,0.086900003
isogenic,isogenic_4,1.2412222222222222,0.086900003
isogenic,isogenic_4,1.4185277777777778,0.087200001
isogenic,isogenic_4,1.5958333333333334,0.0876
isogenic,isogenic_4,1.7731666666666668,0.087899998
isogenic,isogenic_4,1.9504722222222222,0.088699996
isogenic,isogenic_4,2.1278055555555557,0.089299999
isogenic,isogenic_4,2.305111111111111,0.090000004
isogenic,isogenic_4,2.482416666666667,0.091600001
isogenic,isogenic_4,2.6597500000000003,0.092500001
isogenic,isogenic_4,2.8370555555555557,0.094700001
isogenic,isogenic_4,3.0143611111111115,0.097099997
isogenic,isogenic_4,3.191666666666667,0.100000001
isogenic,isogenic_4,3.368972222222222,0.103
isogenic,isogenic_4,3.5462777777777776,0.107199997
isogenic,isogenic_4,3.723583333333333,0.111900002
isogenic,isogenic_4,3.900888888888889,0.118000001
isogenic,isogenic_4,4.078194444444445,0.127599999
isogenic,isogenic_4,4.2555,0.142100006
isogenic,isogenic_4,4.432805555555556,0.159700006
isogenic,isogenic_4,4.610111111111111,0.184799999
isogenic,isogenic_4,4.787416666666667,0.210800007
isogenic,isogenic_4,4.964722222222222,0.240999997
isogenic,isogenic_4,5.142027777777778,0.267100006
isogenic,isogenic_4,5.319333333333333,0.291200012
isogenic,isogenic_4,5.4966388888888895,0.309899986
isogenic,isogenic_4,5.6739444444444445,0.337700009
isogenic,isogenic_4,5.851249999999999,0.360399991
isogenic,isogenic_4,6.028555555555555,0.377999991
isogenic,isogenic_4,6.20586111111111,0.398400009
isogenic,isogenic_4,6.383166666666667,0.413899988
isogenic,isogenic_4,6.560472222222222,0.435799986
isogenic,isogenic_4,6.737777777777778,0.458499998
isogenic,isogenic_4,6.915083333333333,0.475600004
isogenic,isogenic_4,7.092388888888888,0.4912
isogenic,isogenic_4,7.269694444444444,0.510999978
isogenic,isogenic_4,7.447,0.530099988
isogenic,isogenic_4,7.624305555555555,0.544499993
isogenic,isogenic_4,7.801611111111111,0.558099985
isogenic,isogenic_4,7.978916666666666,0.581499994
isogenic,isogenic_4,8.156222222222222,0.591099977
isogenic,isogenic_4,8.333527777777778,0.613399982
isogenic,isogenic_4,8.510833333333332,0.62379998
isogenic,isogenic_4,8.688138888888888,0.64200002
isogenic,isogenic_4,8.865444444444444,0.658100009
isogenic,isogenic_4,9.042750000000002,0.653800011
isogenic,isogenic_4,9.220055555555554,0.677600026
isogenic,isogenic_4,9.397361111111111,0.691699982
isogenic,isogenic_4,9.574666666666667,0.695599973
isogenic,isogenic_4,9.751972222222223,0.704699993
isogenic,isogenic_4,9.929277777777777,0.712400019
isogenic,isogenic_4,10.106583333333333,0.724699974
isogenic,isogenic_4,10.283888888888889,0.738900006
isogenic,isogenic_4,10.461194444444446,0.759199977
isogenic,isogenic_4,10.638499999999999,0.770299971
isogenic,isogenic_4,10.815805555555556,0.761600018
isogenic,isogenic_4,10.99311111111111,0.774699986
isogenic,isogenic_4,11.170416666666666,0.784500003
isogenic,isogenic_4,11.347722222222222,0.787899971
isogenic,isogenic_4,11.525027777777778,0.79430002
isogenic,isogenic_4,11.702333333333334,0.807099998
isogenic,isogenic_4,11.879638888888888,0.818499982
isogenic,isogenic_4,12.056944444444444,0.820200026
isogenic,isogenic_4,12.234250000000001,0.829100013
isogenic,isogenic_4,12.411555555555555,0.827099979
isogenic,isogenic_4,12.588861111111111,0.836199999
isogenic,isogenic_4,12.766166666666665,0.846599996
isogenic,isogenic_4,12.943472222222223,0.84799999
isogenic,isogenic_4,13.120777777777779,0.852299988
isogenic,isogenic_4,13.298083333333333,0.865700006
isogenic,isogenic_4,13.475388888888888,0.867699981
isogenic,isogenic_4,13.652694444444444,0.883300006
isogenic,isogenic_4,13.83,0.894299984
isogenic,isogenic_4,14.007305555555556,0.886500001
isogenic,isogenic_4,14.18461111111111,0.903800011
isogenic,isogenic_4,14.361916666666668,0.903199971
isogenic,isogenic_4,14.53922222222222,0.914300025
isogenic,isogenic_4,14.716527777777777,0.91109997
isogenic,isogenic_4,14.893833333333333,0.920000017
isogenic,isogenic_4,15.071138888888889,0.925800025
isogenic,isogenic_4,15.248444444444443,0.930199981
isogenic,isogenic_4,15.425749999999999,0.925999999
isogenic,isogenic_4,15.603055555555555,0.933499992
isogenic,isogenic_4,15.780361111111112,0.943199992
isogenic,isogenic_4,15.957666666666665,0.941799998
isogenic,isogenic_4,16.134972222222224,0.946099997
isogenic,isogenic_4,16.312277777777776,0.951799989
isogenic,isogenic_4,16.489583333333332,0.95539999
isogenic,isogenic_4,16.66688888888889,0.961300015
isogenic,isogenic_4,16.844194444444444,0.957599998
isogenic,isogenic_4,17.0215,0.960300028
isogenic,isogenic_4,17.198805555555555,0.965300024
isogenic,isogenic_4,17.37611111111111,0.968299985
isogenic,isogenic_4,17.55341666666667,0.972299993
isogenic,isogenic_4,17.73072222222222,0.981599987
isogenic,isogenic_4,17.90802777777778,0.9921
isogenic,isogenic_4,18.08533333333333,0.987100005
isogenic,isogenic_4,18.26263888888889,0.983799994
isogenic,isogenic_4,18.439944444444446,0.981700003
isogenic,isogenic_4,18.617250000000002,0.980199993
isogenic,isogenic_4,18.794555555555554,0.990199983
isogenic,isogenic_4,18.971861111111114,0.977999985
isogenic,isogenic_4,19.149166666666666,0.976100028
isogenic,isogenic_4,19.326472222222222,0.983500004
isogenic,isogenic_4,19.503777777777778,0.990999997
isogenic,isogenic_4,19.681083333333333,0.982500017
isogenic,isogenic_4,19.85838888888889,0.976800025
isogenic,isogenic_4,20.035694444444445,0.971099973
isogenic,isogenic_4,20.213,0.967100024
isogenic,isogenic_4,20.39030555555556,0.962800026
isogenic,isogenic_4,20.56761111111111,0.959699988
isogenic,isogenic_4,20.744916666666665,0.957499981
isogenic,isogenic_4,20.92222222222222,0.957799971
isogenic,isogenic_4,21.09952777777778,0.953100026
isogenic,isogenic_4,21.276833333333336,0.951499999
isogenic,isogenic_4,21.454138888888888,0.949800014
isogenic,isogenic_4,21.631444444444444,0.948300004
isogenic,isogenic_4,21.80875,0.947000027
isogenic,isogenic_4,21.986055555555556,0.945200026
isogenic,isogenic_4,22.16336111111111,0.945800006
isogenic,isogenic_4,22.340666666666664,0.943099976
isogenic,isogenic_4,22.517972222222223,0.940699995
isogenic,isogenic_4,22.69527777777778,0.939100027
isogenic,isogenic_4,22.872583333333335,0.93809998000000006
isogenic,isogenic_4,23.04988888888889,0.934099972
isogenic,isogenic_4,23.227194444444443,0.933700025
isogenic,isogenic_4,23.4045,0.931500018
isogenic,isogenic_5,0,0.085600004
isogenic,isogenic_5,0.17730555555555552,0.085299999
isogenic,isogenic_5,0.3546388888888889,0.085299999
isogenic,isogenic_5,0.5319444444444444,0.085600004
isogenic,isogenic_5,0.70925,0.085199997
isogenic,isogenic_5,0.8865833333333334,0.085600004
isogenic,isogenic_5,1.0638888888888889,0.085600004
isogenic,isogenic_5,1.2412222222222222,0.085900001
isogenic,isogenic_5,1.4185277777777778,0.085900001
isogenic,isogenic_5,1.5958333333333334,0.086300001
isogenic,isogenic_5,1.7731666666666668,0.086599998
isogenic,isogenic_5,1.9504722222222222,0.087300003
isogenic,isogenic_5,2.1278055555555557,0.087499999
isogenic,isogenic_5,2.305111111111111,0.088299997
isogenic,isogenic_5,2.482416666666667,0.089000002
isogenic,isogenic_5,2.6597500000000003,0.089900002
isogenic,isogenic_5,2.8370555555555557,0.091600001
isogenic,isogenic_5,3.0143611111111115,0.0933
isogenic,isogenic_5,3.191666666666667,0.095200002
isogenic,isogenic_5,3.368972222222222,0.0973
isogenic,isogenic_5,3.5462777777777776,0.100599997
isogenic,isogenic_5,3.723583333333333,0.1043
isogenic,isogenic_5,3.900888888888889,0.109200001
isogenic,isogenic_5,4.078194444444445,0.114100002
isogenic,isogenic_5,4.2555,0.121799998
isogenic,isogenic_5,4.432805555555556,0.131999999
isogenic,isogenic_5,4.610111111111111,0.145600006
isogenic,isogenic_5,4.787416666666667,0.165700004
isogenic,isogenic_5,4.964722222222222,0.188099995
isogenic,isogenic_5,5.142027777777778,0.214300007
isogenic,isogenic_5,5.319333333333333,0.243599996
isogenic,isogenic_5,5.4966388888888895,0.268900007
isogenic,isogenic_5,5.6739444444444445,0.288399994
isogenic,isogenic_5,5.851249999999999,0.316199988
isogenic,isogenic_5,6.028555555555555,0.342099994
isogenic,isogenic_5,6.20586111111111,0.365799993
isogenic,isogenic_5,6.383166666666667,0.391299993
isogenic,isogenic_5,6.560472222222222,0.41839999
isogenic,isogenic_5,6.737777777777778,0.437700003
isogenic,isogenic_5,6.915083333333333,0.456800014
isogenic,isogenic_5,7.092388888888888,0.476500005
isogenic,isogenic_5,7.269694444444444,0.498899996
isogenic,isogenic_5,7.447,0.519299984
isogenic,isogenic_5,7.624305555555555,0.543600023
isogenic,isogenic_5,7.801611111111111,0.57160002
isogenic,isogenic_5,7.978916666666666,0.586399972
isogenic,isogenic_5,8.156222222222222,0.614499986
isogenic,isogenic_5,8.333527777777778,0.629100025
isogenic,isogenic_5,8.510833333333332,0.638499975
isogenic,isogenic_5,8.688138888888888,0.664399981
isogenic,isogenic_5,8.865444444444444,0.677399993
isogenic,isogenic_5,9.042750000000002,0.694599986
isogenic,isogenic_5,9.220055555555554,0.709500015
isogenic,isogenic_5,9.397361111111111,0.724099994
isogenic,isogenic_5,9.574666666666667,0.74089998
isogenic,isogenic_5,9.751972222222223,0.760200024
isogenic,isogenic_5,9.929277777777777,0.774900019
isogenic,isogenic_5,10.106583333333333,0.792400002
isogenic,isogenic_5,10.283888888888889,0.801800013
isogenic,isogenic_5,10.461194444444446,0.812399983
isogenic,isogenic_5,10.638499999999999,0.823499978
isogenic,isogenic_5,10.815805555555556,0.836499989
isogenic,isogenic_5,10.99311111111111,0.849399984
isogenic,isogenic_5,11.170416666666666,0.857900023
isogenic,isogenic_5,11.347722222222222,0.871800005
isogenic,isogenic_5,11.525027777777778,0.881799996
isogenic,isogenic_5,11.702333333333334,0.896700025
isogenic,isogenic_5,11.879638888888888,0.913399994
isogenic,isogenic_5,12.056944444444444,0.921299994
isogenic,isogenic_5,12.234250000000001,0.928600013
isogenic,isogenic_5,12.411555555555555,0.944400012
isogenic,isogenic_5,12.588861111111111,0.949599981
isogenic,isogenic_5,12.766166666666665,0.952899992
isogenic,isogenic_5,12.943472222222223,0.965399981
isogenic,isogenic_5,13.120777777777779,0.971300006
isogenic,isogenic_5,13.298083333333333,0.973699987
isogenic,isogenic_5,13.475388888888888,0.981299996
isogenic,isogenic_5,13.652694444444444,0.988399982
isogenic,isogenic_5,13.83,0.996699989
isogenic,isogenic_5,14.007305555555556,1.001600027
isogenic,isogenic_5,14.18461111111111,1.006999969
isogenic,isogenic_5,14.361916666666668,1.015499949
isogenic,isogenic_5,14.53922222222222,1.021399975
isogenic,isogenic_5,14.716527777777777,1.032099962
isogenic,isogenic_5,14.893833333333333,1.039399981
isogenic,isogenic_5,15.071138888888889,1.046599984
isogenic,isogenic_5,15.248444444444443,1.054399967
isogenic,isogenic_5,15.425749999999999,1.066499949
isogenic,isogenic_5,15.603055555555555,1.080800056
isogenic,isogenic_5,15.780361111111112,1.077399969
isogenic,isogenic_5,15.957666666666665,1.074699998
isogenic,isogenic_5,16.134972222222224,1.068300009
isogenic,isogenic_5,16.312277777777776,1.060600042
isogenic,isogenic_5,16.489583333333332,1.0546
isogenic,isogenic_5,16.66688888888889,1.040500045
isogenic,isogenic_5,16.844194444444444,1.02489996
isogenic,isogenic_5,17.0215,1.011000037
isogenic,isogenic_5,17.198805555555555,1.001299977
isogenic,isogenic_5,17.37611111111111,0.995100021
isogenic,isogenic_5,17.55341666666667,0.986299992
isogenic,isogenic_5,17.73072222222222,0.984899998
isogenic,isogenic_5,17.90802777777778,0.98089999
isogenic,isogenic_5,18.08533333333333,0.978200018
isogenic,isogenic_5,18.26263888888889,0.976800025
isogenic,isogenic_5,18.439944444444446,0.977500021
isogenic,isogenic_5,18.617250000000002,0.976899981
isogenic,isogenic_5,18.794555555555554,0.975499988
isogenic,isogenic_5,18.971861111111114,0.978299975
isogenic,isogenic_5,19.149166666666666,0.970600009
isogenic,isogenic_5,19.326472222222222,0.976000011
isogenic,isogenic_5,19.503777777777778,0.985000014
isogenic,isogenic_5,19.681083333333333,0.986800015
isogenic,isogenic_5,19.85838888888889,0.986999989
isogenic,isogenic_5,20.035694444444445,0.984600008
isogenic,isogenic_5,20.213,0.986999989
isogenic,isogenic_5,20.39030555555556,0.98210001
isogenic,isogenic_5,20.56761111111111,0.97329998
isogenic,isogenic_5,20.744916666666665,0.966300011
isogenic,isogenic_5,20.92222222222222,0.960099995
isogenic,isogenic_5,21.09952777777778,0.954299986
isogenic,isogenic_5,21.276833333333336,0.951499999
isogenic,isogenic_5,21.454138888888888,0.945299983
isogenic,isogenic_5,21.631444444444444,0.943499982
isogenic,isogenic_5,21.80875,0.941699982
isogenic,isogenic_5,21.986055555555556,0.940599978
isogenic,isogenic_5,22.16336111111111,0.93629998
isogenic,isogenic_5,22.340666666666664,0.935199976
isogenic,isogenic_5,22.517972222222223,0.936500013
isogenic,isogenic_5,22.69527777777778,0.932399988
isogenic,isogenic_5,22.872583333333335,0.92869997
isogenic,isogenic_5,23.04988888888889,0.931299984
isogenic,isogenic_5,23.227194444444443,0.926599979
isogenic,isogenic_5,23.4045,0.925000012
